Username,Comment
@alessandroagozzino5827,Praticamenti chista 'nsigna prima a mettiti i scarpi e poi i canzetti.
@fraudude3841,hey!! i cant connect ssh key and ssh agent in windows can anyone help me
@bernym4047,'la' works for linux also.
@turtle421,"Hi, Randy Orton...."
@codevanie-misery,Great!!!!
@diegogutierrez3384,Nice video
@loucheabdji7755,Perfect
@amosmwangi2707,(15.28) i was unable to change directory
@uberfu,LINUX-MACOS > I cannot speak for Linux ... BUT MACOS DOES NOT come with Git preinstalled !! If a user has installed XCode for development purposes - THAT (XCode) will install Git during that installation process. Otherwise the user does in fact need to install Git on MACOS first before using it.
@amritstha873,"so what to type to search for the key you just skip your  steps, not happy with your video"
@MohaenAb.n,wonderfull
@Archanadgupta9,awesome
@istiakjisun9233,why ls -la isnt working?
@rajugoud6465,Awesome
@e.jrtonio2933,Nice
@MichaelFlynn0,that was good
@akhileshgoel339,great
@BhavanaValluru,Can you share the ppt ?
@ramnareshjharamya,Great #AIGURUJE
@Mamdouh-s4c,"Instead of ""git push origin master"".... use ""git push origin main"" as starting Oct. 2020, any new repository is created with the default branch main, not master."
@HousseinDroubi-o9i,Hey. Good
@GIRISUBRAHMANYA,thnq
@MohamedAli-vp6lf,AWESOME
@DrMerge,AWESOME
@kaushalsaraf8242,git ignore is missing
@donreji,can someone tell me how to get autocompletion
@Pain6944_,43:25 Pull Request
@shineLouisShine,"I wish the SSH would actually work :(

Thanks anyway"
@RM-xr8lq,"the end to programV1.java, programV2.java, programFINAL.java, programACTUALFINAL.java"
@djohnworthy1040,git cd .... not working for me.
@АнастасіяПлюхіна,cool video)
@soothingsounds-ii7bv,nice
@masterohsxls,excellent x10000
@basurabasura,tyty!!!
@inochifumetsu,Why is it you have to change playback speed to 1.25x to get her to talk like a human being...
@kapilsingh-xp9md,increase playback speed to 1.25
@parazeni,anyway love u
@johndee2990, @evanwest4751 is acts like a massive Baguette
@aneclip7117,day -1 26:00
@ВасилийЧижов-э6ю,cool video)
@subhamprasad1172,Getting problem with ssh keys in windows can someone help
@Adventures_English,"If using Git Bash on Windows switch  ""~ cat"" with ""cat ~""    This took me a while to figure out..."
@HeroicVampire,"to setup that the key to our machine is complete mess 
she did not tell step by step instructions, to complete this tutorial i have to see many videos to setup the key"
@tatakaetatakae3358,1.25x feels like the normal speed.
@KelvinWeb,Forking wasn't really clear
@peterkimulisa5087,la  -ls didn't work on windows.ls did
@asmae1237,tysm<3
@gloriabartomeus458,Note to self: vist
@apprananpil,day1: 28:00
@aftershanman5928,is it me or her rep does not work
@reason7895,15:20 SSH cloning gives error as SSH is not setup. Disappointed with this incomplete tut:/
@Arnius_Music,"Am I the only one being crashed under the whole ssh key thing and permissions? Why is it so complicated. Bro it's me. ""PERMISSION DENIED""!!!"
@slapmyfunkybass,"Useful, but branching was far too detailed and advanced, should have just been a quick introduction into it. This topic went on for far too long."
@AmosNgeno-vc6go,How can I download gif?
@zitafanzy,"Watch this in 1.5 speed 
Thank me later"
@jef4300,-
@shivambhardwaj6809,done
@joelpetersony2002,20:33
@gb0ye,"well contrary to other comments, this was bad, i mean i couldn't follow past few minutes of the video. what about windows users ?"
@tubex1300,you didnt show of add ssh key on minute 14:55
@dddddeeeevvvvvv,"everything was fine until ""undoing git"" chapter"
@jasdancer20,had to listen at at least 1.5 speed
@kunnu_4,0:33 / 1:08:29
@yusufavsar6328,27:18
@samSam011,This video is very confusing for beginners 
@joshua6765,"14:59
24:37"
@chuchu29k3,33:00
@EDITFILIPOVIC,"This tutorial isn't good, too many things aren't explained well and it is went through too fast. Waste of time."
@Spark_T_ai,33:00
@chacha-dh1gj,27:00
@mahipalmahato7648,6:49
@doublebeefstew,59:42
@salahuddinbangash4785,I am groot !
@srirajjayaprakash,21:27
@fazable,Too many ads irritating asf
@ngabohakiza3988,Dig the haricut
@sunshine-by2kl,20:39
@malleckmelon2086,6:00
@FirstLast-ws7zw,36:00
@sameergarg8164,35:00
@FanWrenEvans20nam,15:27
@jiren8991,47:40
@natancent1,29:56
@piyush_kumarkhg10,30:21
@jessgeorgesaji6263,25:25
@EmeraldAerith,Earthbound.
@shashwatsingh276,25:25
@rfiiostd,32:39
@sasuke3737,dont waste time guys
@글로벌바이오메디-q6s,"2024.8.3 1회차
30:36"
@Nim2,32:35
@skins3738,give me a dummy version please
@mahedul,32:42
@originaldouayrheims,Nice! With time you'll finally become Catholic.
@narutorahat4769,44:31
@dimitris2691982,why git push origin master ... ???? git push https... and all good!!!
@Joons_girl,15.44
@tanweerchiktay,Hi
@ahmadserhal5939,audio so mute
@perseusz1691,Me afer knowing how to fork some one's else code 
@guffgaffs7427,20:10
@JaySsavge,NGL she pretty af
@collectorX,tanQ
@AnotherCG,Yeah but no all that SSH key mess not going to fly
@026maheshkumars7,not giving all necessary information Some little channels are always superior to such vedio.
@accountforeveryone-p4b,"drbha 
Ah la"
@reshubhutda7744,Its not good I have to watch another video to get most sense out of it
@Steph.uwu.123,Most of this is very outdated and not correct anymore
@v0id_d3m0n,55:18 gay flag. nice.
@thechoosen4240,"Good job bro, JESUS IS COMING BACK VERY SOON;WATCH AND PREPARE"
@inushapeiris,:)
@livingwork,you skipped so many steps what a terrible video
@thestreamer1481,"too fast and not will explained , not really beginner friendly
i found this more clear : /watch?v=ulQA5tjJark"
@dallasrieck7753,"""we're going to learn"", !?, you may share it, but you, i doubt know if anyone will ""learn"" it"
@KrishGujariya,test comment1
@g-jalil6961,Messy((
@YoYo-ls6pp,11
@ilyaerr5681,"to be honest a very poor tutorial , got the views only thanks to the channel"
@spowrei,i think the course could be simpler
@udemezueiloabachie8626,not a great teacher
@RaheEl_Qaisrani,unfortunately she just glance over windows part while giving GitHub link which is not even a bit helpful
@JD-ge9hj,i dont like women with short hair.
@meeett,Saw many type of tutorials on yt but this one is most boring so far
@xyzpg,i have never seen such a horrible  teacher in my whole life
@jacobmiller-y7i,can you speak just faster ? Jesus
